mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,split3_train_precision,split4_train_precision,mean_train_precision,std_train_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,split4_train_recall,mean_train_recall,std_train_recall,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,split3_train_f1,split4_train_f1,mean_train_f1,std_train_f1,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_train_roc_auc,split1_train_roc_auc,split2_train_roc_auc,split3_train_roc_auc,split4_train_roc_auc,mean_train_roc_auc,std_train_roc_auc
0.7156125545501709,0.08737875097707522,0.10872330665588378,0.02122925386978719,300,10,2,,4,"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': None, 'max_depth': 4}",0.7737355811889973,0.7533274179236912,0.7648624667258208,0.7710736468500443,0.7841918294849023,0.7694381884346911,0.010191235337943302,12,0.7783447969824717,0.7832260927446195,0.7763479032615931,0.7756822720213002,0.7619787045252884,0.7751159539070546,0.007079908421831959,0.5509259259259259,0.5240274599542334,0.5374449339207048,0.5477855477855478,0.5645161290322581,0.5449399993237339,0.01356955139993153,12,0.5567069660333909,0.5633314054366686,0.5527497194163861,0.5544437904649794,0.5333333333333333,0.5521130429369516,0.010054561356580007,0.7959866220735786,0.7658862876254181,0.8160535117056856,0.7859531772575251,0.8193979933110368,0.7966555183946489,0.01977491036668157,5,0.8085284280936454,0.81438127090301,0.8235785953177257,0.7876254180602007,0.822742474916388,0.8113712374581941,0.013109770650514791,0.6511627906976745,0.6222826086956522,0.648074369189907,0.6456043956043956,0.6684856753069577,0.6471219678989174,0.014784722537973607,8,0.6593931128537334,0.665982905982906,0.661517797179315,0.6507772020725389,0.6471555409404801,0.6569653118057946,0.006963629114884718,0.855187581794387,0.845786276315577,0.8556379558269918,0.8669942481379155,0.8721291851516342,0.8591470494453011,0.009344685714818541,6,0.8722787576427617,0.8739931706311889,0.8723869659157829,0.8697205221472157,0.868253477776162,0.8713265788226223,0.0020574326357259585
1.4439419746398925,0.05072506782891205,0.15579967498779296,0.016824262840406456,500,2,1,,8,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 8}",0.7959183673469388,0.7595385980479148,0.7790594498669032,0.7870452528837621,0.7966252220248667,0.7836373780340772,0.013658909357251697,8,0.8524517417350788,0.8626580874195695,0.8571111604171289,0.8491235855336143,0.8580301685891748,0.8558749487389132,0.004679389139584328,0.5869017632241813,0.5364583333333334,0.5603864734299517,0.5717761557177615,0.5930851063829787,0.5697215664176414,0.020193177736678017,8,0.6590772917914919,0.6784168212739641,0.6664656212303981,0.6550480769230769,0.6690997566909975,0.6656215135819857,0.008138242972571276,0.7792642140468228,0.6889632107023411,0.7759197324414716,0.7859531772575251,0.745819397993311,0.7551839464882943,0.03585933151486346,8,0.919732441471572,0.9172240802675585,0.9239130434782609,0.9113712374581939,0.919732441471572,0.9183946488294314,0.004116566429796402,0.6695402298850575,0.6032210834553441,0.6507713884992987,0.6619718309859155,0.6607407407407407,0.6492490547132713,0.023776254170774922,4,0.7678883071553229,0.779950231070032,0.7743517869656622,0.7622377622377622,0.7746478873239436,0.7718151949505445,0.0061283753625732285,0.8592651834617808,0.8428659137543826,0.8591843988819414,0.8690643529963001,0.8660387506925543,0.8592837199573917,0.009064720532614801,4,0.9442683201530523,0.9457448517104736,0.9440008929392145,0.9423443088761592,0.9427141397250094,0.9438145026807817,0.0012115450846415677
1.0596878051757812,0.017891031387994454,0.11822829246520997,0.01994018246926273,300,10,1,,,"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': None}",0.7923691215616682,0.7675244010647737,0.7923691215616682,0.808340727595386,0.7930728241563055,0.7907352391879603,0.013111061552378076,5,0.9789216773907256,0.978034169070335,0.9764810295096517,0.9795873086310184,0.9804791481810116,0.9787006665565485,0.0013688670033777945,0.6086956521739131,0.5631399317406144,0.6051779935275081,0.6300940438871473,0.6204379562043796,0.6055091155067125,0.022946461072458853,5,0.937251787132645,0.9377494014365523,0.9339171974522293,0.9401913875598086,0.9417862838915471,0.9381792114945565,0.0026933042949034546,0.6086956521739131,0.5518394648829431,0.6254180602006689,0.6722408026755853,0.568561872909699,0.6053511705685619,0.04267327868290726,14,0.9866220735785953,0.9824414715719063,0.9807692307692307,0.9857859531772575,0.9874581939799331,0.9846153846153844,0.002568945066176799,0.6086956521739131,0.5574324324324325,0.6151315789473685,0.6504854368932039,0.5933682373472949,0.6050226675588426,0.03027606488279411,14,0.9613034623217923,0.9595753368721928,0.9567699836867863,0.9624489795918367,0.9640816326530612,0.9608358790251339,0.002509028322381089,0.8526085340830143,0.8310754043268223,0.8498376229945229,0.8606506390060265,0.8566361875336166,0.8501616775888005,0.010220719502577413,14,0.9981482117478074,0.9980969485519535,0.9978800269497944,0.9981148780440995,0.9983027664679366,0.9981085663523184,0.000135418249533872
0.2447514057159424,0.006074384822354122,0.0614743709564209,0.005747753612798312,200,10,1,log2,4,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 4}",0.7568766637089619,0.7409050576752441,0.7311446317657497,0.7604259094942325,0.7619893428063943,0.7502683210901165,0.01214590745543637,14,0.7563789660528067,0.7688040825382738,0.7572664743731973,0.7552695806523186,0.7555456965394853,0.7586529600312163,0.005123300141034469,0.5265392781316348,0.5076252723311547,0.4959677419354839,0.5302713987473904,0.534521158129176,0.5189849698549681,0.014728609613295276,14,0.5256813417190775,0.5424944812362031,0.5265625,0.5245901639344263,0.5247890295358649,0.5288235032851144,0.006871376773151061,0.8294314381270903,0.7792642140468228,0.822742474916388,0.8494983277591973,0.802675585284281,0.8167224080267559,0.0239685255748079,1,0.8386287625418061,0.8219063545150501,0.8453177257525084,0.8294314381270903,0.8319397993311036,0.8334448160535116,0.007991841568795033,0.6441558441558441,0.6147757255936676,0.6188679245283019,0.6529562982005142,0.6417112299465241,0.6344934044849703,0.014961822575307945,9,0.6462628865979382,0.6535904255319149,0.6489088575096277,0.6426951733074182,0.6435963777490298,0.6470107441391859,0.003943003473219555,0.8483956182443896,0.8373866996267753,0.8483875397864056,0.8662469907744009,0.8595782798768972,0.8519990256617737,0.00999997051700499,13,0.8628532741272883,0.8647337243141086,0.8626136249998736,0.8589469175920137,0.8592438512836669,0.8616782784633902,0.002235084123840762
0.2457820415496826,0.016889459712598268,0.06479921340942382,0.011290056787530107,200,10,2,log2,4,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 4}",0.7568766637089619,0.7409050576752441,0.7311446317657497,0.7604259094942325,0.7602131438721137,0.7499130813032604,0.011819488255767853,15,0.756822720213002,0.7694697137785667,0.7574883514532949,0.7554914577324162,0.7555456965394853,0.758963587943353,0.005308031410158262,0.5265392781316348,0.5076252723311547,0.4959677419354839,0.5302713987473904,0.532150776053215,0.5185108934397759,0.014251324641767336,15,0.5262881177707676,0.5433941404090658,0.5268089536699636,0.5248677248677248,0.5247890295358649,0.5292295932506773,0.007125877799630683,0.8294314381270903,0.7792642140468228,0.822742474916388,0.8494983277591973,0.802675585284281,0.8167224080267559,0.0239685255748079,1,0.8369565217391305,0.8219063545150501,0.8461538461538461,0.8294314381270903,0.8319397993311036,0.8332775919732441,0.00806498699116222,0.6441558441558441,0.6147757255936676,0.6188679245283019,0.6529562982005142,0.64,0.6341511584956655,0.014811621127085907,10,0.6462233699160749,0.654242928452579,0.6493423163298043,0.642903434867142,0.6435963777490298,0.6472616854629261,0.004161098570157122,0.8485571874040684,0.8375199941835103,0.8484844812822128,0.8662065984844812,0.8596065886692038,0.8520749700046952,0.009935209389289157,12,0.8628446881733028,0.8647357445385756,0.8625499879291588,0.8588772198478972,0.8592157029066292,0.8616446686791128,0.0022526893908032283
1.0766738414764405,0.02037548149342285,0.15392189025878905,0.016206303850896636,500,5,4,,4,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': None, 'max_depth': 4}",0.7710736468500443,0.7515527950310559,0.7657497781721384,0.7728482697426797,0.783303730017762,0.7689056439627361,0.010379116258544985,13,0.7798979365431551,0.7830042156645218,0.7772354115819836,0.7767916574217884,0.7584294587400178,0.7750717359902934,0.008611869244596356,0.5471264367816092,0.5216400911161732,0.5384615384615384,0.5501165501165501,0.5626423690205011,0.5439973970992744,0.013604152032411315,13,0.5586206896551724,0.562933025404157,0.5538720538720538,0.5554906542056075,0.5286249331193151,0.5519082712512612,0.012044961679812947,0.7959866220735786,0.7658862876254181,0.8193979933110368,0.7892976588628763,0.8260869565217391,0.7993311036789298,0.021674718054875773,3,0.8127090301003345,0.8152173913043478,0.8252508361204013,0.7951505016722408,0.8260869565217391,0.8148829431438127,0.01120026892952532,0.6485013623978202,0.6205962059620597,0.649867374005305,0.6483516483516484,0.6693766937669376,0.6473386568967541,0.015553817518995683,7,0.662125340599455,0.6659836065573771,0.6628609805238415,0.6540577716643742,0.6446982055464927,0.6579451809783081,0.00770518545767128,0.8551673856494273,0.8454651576107153,0.8559227214709256,0.8673900925791284,0.8724608024329386,0.859281231948627,0.009576449582061225,5,0.8723802739222355,0.8741299145748085,0.8723920164769509,0.8696222887325011,0.8683191152472816,0.8713687217907555,0.0020997468331761535
1.3049201488494873,0.03786165296594901,0.14183359146118163,0.014970267655759732,500,2,1,,6,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 6}",0.774622892635315,0.7639751552795031,0.7639751552795031,0.7728482697426797,0.7912966252220248,0.7733436196318052,0.009997285324460163,9,0.8045262924339915,0.8227202130019969,0.8067450632349679,0.800754382072332,0.8085625554569654,0.8086617012400508,0.007496030769720947,0.5517241379310345,0.5401459854014599,0.5361050328227571,0.5480984340044742,0.5780487804878048,0.5508244741295061,0.014697589056082688,9,0.5895395110858442,0.6202301635372501,0.5925925925925926,0.5853379152348225,0.5960761684939412,0.5967552701888901,0.012257918707350279,0.802675585284281,0.7424749163879598,0.8193979933110368,0.8193979933110368,0.7926421404682275,0.7953177257525084,0.02833152987899316,7,0.867056856187291,0.8561872909698997,0.8695652173913043,0.8545150501672241,0.8637123745819398,0.8622073578595317,0.005921716123620668,0.6539509536784741,0.6253521126760564,0.6481481481481481,0.6568364611260054,0.6685472496473907,0.6505669850552149,0.014252635193046266,2,0.7018612521150592,0.7193537056550755,0.7048458149779736,0.6947654656696125,0.7053601911915329,0.7052372859218508,0.00800622613906926,0.8594550272244033,0.8463961998933643,0.8604405990984441,0.8715484788263617,0.8714416859099053,0.8618563981904958,0.00930164467917865,2,0.9032612988629167,0.9067002259621068,0.9045082824152592,0.9021140638936392,0.9022736315092175,0.9037715005286279,0.001695363899060044
0.8334153175354004,0.014010636480379665,0.16711549758911132,0.01055532997080537,500,10,1,sqrt,,"{'n_estimators': 500, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': None}",0.8065661047027507,0.7657497781721384,0.8047914818101154,0.80301685891748,0.8028419182948491,0.7965932283794667,0.015480937937425493,2,0.947193254936765,0.9403150654537387,0.941868205014422,0.9440869758153982,0.9436557231588287,0.9434238448758305,0.0023145836455931734,0.6253869969040248,0.5538461538461539,0.6200607902735562,0.6115942028985507,0.6245954692556634,0.6070967226355898,0.02707270847523037,4,0.856929955290611,0.844097995545657,0.8454142011834319,0.8517138599105812,0.8504464285714286,0.849720488100342,0.004618083313393604,0.6755852842809364,0.6020066889632107,0.6822742474916388,0.705685618729097,0.6454849498327759,0.6622073578595318,0.03570929181281372,11,0.9615384615384616,0.9506688963210702,0.955685618729097,0.955685618729097,0.955685618729097,0.9558528428093647,0.0034433545622030264,0.6495176848874598,0.5769230769230769,0.6496815286624203,0.65527950310559,0.6348684210526315,0.6332540429262357,0.02896643982664001,11,0.9062253743104807,0.8942194258749508,0.8971742543171115,0.900709219858156,0.9,0.8996656548721399,0.004002479748099345,0.8522167288707931,0.837146365501753,0.8524348472363595,0.8657481459938927,0.8648012520574426,0.8544694679320483,0.01042361486721773,9,0.9904706011884981,0.9898223616626043,0.9900857484275079,0.9912084881751211,0.9906022288465579,0.9904378856600579,0.0004742947705722844
0.4724984645843506,0.010980129110863357,0.12761521339416504,0.007772329803492352,300,5,2,log2,,"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': None}",0.8074534161490683,0.7657497781721384,0.7985803016858918,0.80301685891748,0.8063943161634103,0.7962389342175976,0.015555753203749691,3,0.9636121588639893,0.9573996006212558,0.9549589527401819,0.9631684047037941,0.9602928127772848,0.9598863859413012,0.003325113922297528,0.6289308176100629,0.5559105431309904,0.6132075471698113,0.6156156156156156,0.6372881355932203,0.6101905318239401,0.028531840212762758,3,0.8957055214723927,0.8837920489296636,0.8730277986476334,0.8979907264296755,0.8908531898539584,0.8882738570666648,0.009042444859419341,0.6688963210702341,0.5819397993311036,0.6521739130434783,0.68561872909699,0.6287625418060201,0.6434782608695653,0.03605841330285902,12,0.9765886287625418,0.9665551839464883,0.9715719063545151,0.9715719063545151,0.9690635451505016,0.9710702341137123,0.0033277171809585997,0.6482982171799028,0.5686274509803921,0.6320907617504052,0.6487341772151899,0.632996632996633,0.6261494480245047,0.029636468286523984,13,0.9344,0.9233226837060703,0.9196675900277008,0.9333333333333333,0.9283139767721266,0.9278075167678462,0.005667876507908566,0.8504354288853343,0.8357891845604511,0.8509686071122744,0.8638416299096828,0.8675674254771042,0.8537204551889694,0.011261183737899335,11,0.9944557464779913,0.9939102858718633,0.9939297305323594,0.9947302444774638,0.9946588770135557,0.9943369768746466,0.0003522215554722608
0.4842719078063965,0.007151642725955413,0.11730451583862304,0.013840256266510413,300,5,4,sqrt,10,"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 10}",0.7950310559006211,0.7648624667258208,0.7790594498669032,0.7897071872227152,0.8037300177619894,0.78647803549561,0.013442326413360232,7,0.8573330374972266,0.8624362103394719,0.8593299312181052,0.8515642334146882,0.8604702750665484,0.858226737507208,0.003719081046715324,0.5867346938775511,0.5461956521739131,0.5621890547263682,0.5782828282828283,0.6059782608695652,0.5758760979860451,0.020484656123653293,7,0.6746683512318383,0.6839080459770115,0.6747512437810945,0.6627547869054973,0.6788643533123029,0.674989356241549,0.00699146704911831,0.7692307692307693,0.6722408026755853,0.7558528428093646,0.7658862876254181,0.745819397993311,0.7418060200668897,0.03573434217844304,9,0.8929765886287625,0.8954849498327759,0.907190635451505,0.8971571906354515,0.8996655518394648,0.8984949832775919,0.004863892833528096,0.6657018813314037,0.6026986506746627,0.644793152639087,0.6589928057553956,0.6686656671664168,0.6481704315133932,0.024181063114216993,5,0.7686218064051817,0.775524981897176,0.7738944365192582,0.7623445825932504,0.7738223660553758,0.7708416346940484,0.004842842791030398,0.8554683082093288,0.8399213158192365,0.8554683082093291,0.871362674292731,0.8695813938440509,0.8583604000749354,0.011416637463879263,7,0.9472221408520701,0.9486966521850242,0.9457784379422399,0.9467168322072267,0.9457630002585107,0.9468354126890143,0.0010858265515897199
0.7781311511993408,0.020498324473522723,0.15391921997070312,0.014157723398341144,500,5,2,log2,,"{'n_estimators': 500, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': None}",0.8101153504880213,0.7675244010647737,0.7941437444543035,0.8065661047027507,0.80550621669627,0.7967711634812239,0.01557296245203551,1,0.9618371422232084,0.9580652318615487,0.9576214777013534,0.9633902817838917,0.9616237799467613,0.9605075827033527,0.0022635484756902604,0.6349206349206349,0.5591054313099042,0.6070287539936102,0.6216216216216216,0.6351351351351351,0.6115623153961811,0.028194880493525257,2,0.8902439024390244,0.8840579710144928,0.8781038374717833,0.8980694980694981,0.8931591083781706,0.8887268634745938,0.006983956780209353,0.6688963210702341,0.5852842809364549,0.6354515050167224,0.6923076923076923,0.6287625418060201,0.6421404682274248,0.036575847797972724,13,0.9765886287625418,0.9690635451505016,0.975752508361204,0.9724080267558528,0.9715719063545151,0.9730769230769232,0.0027680510630847636,0.6514657980456026,0.5718954248366013,0.6209150326797386,0.6550632911392406,0.6319327731092437,0.6262544639620853,0.029937327019723813,12,0.9314194577352473,0.9246110889509374,0.9243564356435644,0.9337615415495785,0.9307168602322787,0.9289730768223213,0.00380250624087987,0.8500840159630331,0.83484400497633,0.8504233111983585,0.8652392031409044,0.8681497777759805,0.8537480626109213,0.01201081442051706,10,0.9945777175301947,0.9940514490565047,0.9941948849936717,0.9949350447328202,0.9948393800591343,0.994519695274465,0.00034722798142090936
0.4330755710601807,0.013453683264367201,0.11165070533752441,0.005525157265640697,200,10,4,,4,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': None, 'max_depth': 4}",0.7737355811889973,0.7542147293700089,0.7657497781721384,0.7728482697426797,0.783303730017762,0.7699704176983172,0.009657030792302403,11,0.7796760594630575,0.7825604615043266,0.7776791657421789,0.7759041491013978,0.7626441881100267,0.7756928047841976,0.0068889436062062395,0.5509259259259259,0.5252293577981652,0.5386313465783664,0.5501165501165501,0.5632183908045977,0.545624314244721,0.012827272857321072,11,0.5585689555683785,0.5627177700348432,0.5542505592841164,0.5545134818288394,0.5342763873775843,0.5528654308187524,0.009795774309911019,0.7959866220735786,0.7658862876254181,0.8160535117056856,0.7892976588628763,0.8193979933110368,0.797324414715719,0.019455571334112343,4,0.8093645484949833,0.810200668896321,0.8285953177257525,0.7909698996655519,0.8210702341137124,0.8120401337792641,0.012728817547816075,0.6511627906976745,0.6231292517006802,0.648936170212766,0.6483516483516484,0.667574931880109,0.6478309585685755,0.01423089962215402,6,0.6609764424718334,0.6641535298149417,0.6642091152815014,0.6519641626464507,0.6473302570863546,0.6577267014602163,0.006858272923893178,0.8548745415475094,0.8457882959300729,0.8562539382482671,0.8671053269351947,0.8728409490724827,0.8593726103467054,0.00954655320647172,3,0.871640240447116,0.8734191743544625,0.8723006013198126,0.8696140815706034,0.8684449624755626,0.8710838120335115,0.0018092949201237675
0.4375012397766113,0.02205304394355143,0.11606378555297851,0.015569972333186488,300,5,2,log2,10,"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 10}",0.7941437444543035,0.7675244010647737,0.7905944986690329,0.7923691215616682,0.8028419182948491,0.7894947368089255,0.011763738710728526,6,0.8699800310627912,0.8679831373419126,0.8695362769025959,0.8646549811404481,0.8671251109139307,0.8678559074723358,0.001904296346756088,0.5883905013192612,0.5504087193460491,0.5805626598465473,0.5826972010178118,0.6060606060606061,0.581623937518055,0.01799780656355757,6,0.6950127877237852,0.6932475884244373,0.6907151819322459,0.6845088161209067,0.6888045540796964,0.6904577856562144,0.0036529634364906487,0.745819397993311,0.6755852842809364,0.7591973244147158,0.7658862876254181,0.7357859531772575,0.7364548494983277,0.032176624671052034,10,0.9088628762541806,0.9013377926421404,0.9205685618729097,0.9088628762541806,0.9105351170568562,0.9100334448160534,0.006157843692147827,0.6578171091445427,0.6066066066066066,0.6579710144927536,0.661849710982659,0.6646525679758308,0.6497794018404786,0.021737069436951025,3,0.7876811594202898,0.7837150127226463,0.789247311827957,0.7808908045977011,0.7842996038890889,0.7851667784915366,0.0029704017285253196,0.8541717157029067,0.8408907307773092,0.8552986605916664,0.8702680432359071,0.8686067625660707,0.8578471825747721,0.010747759019783792,8,0.9528951836838591,0.9525312907517154,0.9508148575388211,0.9519517388577045,0.9500667987494548,0.951651973916311,0.0010603934913342866
0.7201355457305908,0.011019464706996902,0.10432605743408203,0.004589332798986266,200,2,2,,,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': None, 'max_depth': None}",0.7897071872227152,0.771960958296362,0.7976929902395741,0.8092280390417036,0.7948490230905861,0.7926876395781882,0.012180216266925727,4,0.996449966718438,0.9962280896383403,0.9942311959174617,0.9946749500776569,0.9964507542147294,0.9956069913133252,0.0009560146790727616,0.6131386861313869,0.5766423357664233,0.6254416961130742,0.6468531468531469,0.6349206349206349,0.6193992999569333,0.024076915799267493,1,0.9884105960264901,0.9859851607584501,0.9826732673267327,0.9811165845648604,0.9884105960264901,0.9853192409406046,0.002973882940391205,0.5618729096989966,0.5284280936454849,0.5919732441471572,0.6187290969899666,0.5351170568561873,0.5672240802675586,0.0341464856671578,15,0.9983277591973244,1.0,0.995819397993311,0.9991638795986622,0.9983277591973244,0.9983277591973245,0.0013990970343379313,0.5863874345549738,0.5514834205933682,0.6082474226804123,0.6324786324786325,0.5807622504537205,0.5918718321522214,0.027209547620876247,15,0.9933444259567388,0.9929431299294313,0.989202657807309,0.9900579950289975,0.9933444259567388,0.9917785269358431,0.001780770138438291,0.8536546943919345,0.8291527313266445,0.849930525261338,0.8599720485353757,0.8578049362445557,0.8501029871519696,0.011029741420205044,15,0.999888130070132,0.9998303011447602,0.9998843421492561,0.9997997452496946,0.999873521642189,0.9998552080512064,3.453843932270663e-05
1.2989326000213623,0.017463921412104795,0.16171045303344728,0.014762911701349695,500,2,4,,6,"{'n_estimators': 500, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': None, 'max_depth': 6}",0.7737355811889973,0.7639751552795031,0.7648624667258208,0.771960958296362,0.7904085257548845,0.7729885374491137,0.009511509547627792,10,0.8023075216330153,0.8216108276015087,0.8040825382737963,0.7987574883514533,0.8070097604259094,0.8067536272571367,0.007894844080153871,0.5504587155963303,0.5399515738498789,0.537117903930131,0.546875,0.5766423357664233,0.5502091058285526,0.01404628592261494,10,0.5866969869243889,0.6189320388349514,0.5890722822993739,0.5828080229226361,0.5940023068050749,0.594302327557285,0.012837650163867639,0.802675585284281,0.745819397993311,0.822742474916388,0.8193979933110368,0.7926421404682275,0.7966555183946489,0.027692630828741766,5,0.862876254180602,0.8528428093645485,0.8653846153846154,0.8503344481605352,0.8612040133779264,0.8585284280936454,0.005874303702424842,0.6530612244897959,0.6264044943820225,0.6499339498018494,0.6559571619812584,0.6676056338028169,0.6505924928915486,0.013489360434881787,1,0.698477157360406,0.7172995780590717,0.7009820521503556,0.6916014960897654,0.7030716723549488,0.7022863912029095,0.008442641677526914,0.859798361688721,0.8469051427463528,0.8607596981888097,0.8716211849482172,0.8720361705483413,0.8622241116240884,0.009244252964165957,1,0.9017638074766487,0.905532283692041,0.9032701373449604,0.9008491508491508,0.9009285682548914,0.9024687895235385,0.0017617982591516077
