Run ID,Run Name,Project Step,Metric,Value
cb6187c24df9492a84a66e6d5c795993,baseline_v3_LogisticRegression,,validation_accuracy,0.7636621717530163
cb6187c24df9492a84a66e6d5c795993,baseline_v3_LogisticRegression,,validation_precision,0.5376146788990825
cb6187c24df9492a84a66e6d5c795993,baseline_v3_LogisticRegression,,validation_recall,0.7834224598930482
cb6187c24df9492a84a66e6d5c795993,baseline_v3_LogisticRegression,,validation_f1_score,0.6376496191512514
cb6187c24df9492a84a66e6d5c795993,baseline_v3_LogisticRegression,,validation_roc_auc,0.8535301867782688
452d5f373ec3448499e0c67018c74500,baseline_v3_RandomForest,,validation_accuracy,0.794889992902768
452d5f373ec3448499e0c67018c74500,baseline_v3_RandomForest,,validation_precision,0.6628352490421456
452d5f373ec3448499e0c67018c74500,baseline_v3_RandomForest,,validation_recall,0.4625668449197861
452d5f373ec3448499e0c67018c74500,baseline_v3_RandomForest,,validation_f1_score,0.5448818897637795
452d5f373ec3448499e0c67018c74500,baseline_v3_RandomForest,,validation_roc_auc,0.8406946704900669
90456d82429742dcb3b1577570ad10b2,baseline_v3_XGBoost,,validation_accuracy,0.765791341376863
90456d82429742dcb3b1577570ad10b2,baseline_v3_XGBoost,,validation_precision,0.54
90456d82429742dcb3b1577570ad10b2,baseline_v3_XGBoost,,validation_recall,0.7941176470588235
90456d82429742dcb3b1577570ad10b2,baseline_v3_XGBoost,,validation_f1_score,0.6428571428571429
90456d82429742dcb3b1577570ad10b2,baseline_v3_XGBoost,,validation_roc_auc,0.8560748146425896
6628c2d4e560415ba259db2493541248,baseline_v3_CatBoost,,validation_accuracy,0.7806955287437899
6628c2d4e560415ba259db2493541248,baseline_v3_CatBoost,,validation_precision,0.5641025641025641
6628c2d4e560415ba259db2493541248,baseline_v3_CatBoost,,validation_recall,0.7647058823529411
6628c2d4e560415ba259db2493541248,baseline_v3_CatBoost,,validation_f1_score,0.6492622020431328
6628c2d4e560415ba259db2493541248,baseline_v3_CatBoost,,validation_roc_auc,0.8552558836446306
c5cd37c1333a4fb1b5b6f9da80b4fe72,best_baseline_v3_CatBoost_test_evaluation,,test_accuracy,0.7629524485450674
c5cd37c1333a4fb1b5b6f9da80b4fe72,best_baseline_v3_CatBoost_test_evaluation,,test_precision,0.5389105058365758
c5cd37c1333a4fb1b5b6f9da80b4fe72,best_baseline_v3_CatBoost_test_evaluation,,test_recall,0.7406417112299465
c5cd37c1333a4fb1b5b6f9da80b4fe72,best_baseline_v3_CatBoost_test_evaluation,,test_f1_score,0.6238738738738738
c5cd37c1333a4fb1b5b6f9da80b4fe72,best_baseline_v3_CatBoost_test_evaluation,,test_roc_auc,0.8489136893228965
3cf594978c62420989c25ccab6bf8358,tuning_v3_LogisticRegression,step_06_cross_validation_hyperparameter_tuning_v3,cv_mean_accuracy,0.7639365422591927
3cf594978c62420989c25ccab6bf8358,tuning_v3_LogisticRegression,step_06_cross_validation_hyperparameter_tuning_v3,cv_mean_precision,0.5368172579042627
3cf594978c62420989c25ccab6bf8358,tuning_v3_LogisticRegression,step_06_cross_validation_hyperparameter_tuning_v3,cv_mean_recall,0.8120401337792643
3cf594978c62420989c25ccab6bf8358,tuning_v3_LogisticRegression,step_06_cross_validation_hyperparameter_tuning_v3,cv_mean_f1,0.6461236803130727
3cf594978c62420989c25ccab6bf8358,tuning_v3_LogisticRegression,step_06_cross_validation_hyperparameter_tuning_v3,cv_mean_roc_auc,0.861156099428215
3cf594978c62420989c25ccab6bf8358,tuning_v3_LogisticRegression,step_06_cross_validation_hyperparameter_tuning_v3,cv_std_f1,0.018151771966546916
3cf594978c62420989c25ccab6bf8358,tuning_v3_LogisticRegression,step_06_cross_validation_hyperparameter_tuning_v3,cv_std_roc_auc,0.0114867183982772
c4403591f2a64e5492930f312a5ac383,tuning_v3_RandomForest,step_06_cross_validation_hyperparameter_tuning_v3,cv_mean_accuracy,0.7729885374491137
c4403591f2a64e5492930f312a5ac383,tuning_v3_RandomForest,step_06_cross_validation_hyperparameter_tuning_v3,cv_mean_precision,0.5502091058285526
c4403591f2a64e5492930f312a5ac383,tuning_v3_RandomForest,step_06_cross_validation_hyperparameter_tuning_v3,cv_mean_recall,0.7966555183946489
c4403591f2a64e5492930f312a5ac383,tuning_v3_RandomForest,step_06_cross_validation_hyperparameter_tuning_v3,cv_mean_f1,0.6505924928915486
c4403591f2a64e5492930f312a5ac383,tuning_v3_RandomForest,step_06_cross_validation_hyperparameter_tuning_v3,cv_mean_roc_auc,0.8622241116240884
c4403591f2a64e5492930f312a5ac383,tuning_v3_RandomForest,step_06_cross_validation_hyperparameter_tuning_v3,cv_std_f1,0.013489360434881787
c4403591f2a64e5492930f312a5ac383,tuning_v3_RandomForest,step_06_cross_validation_hyperparameter_tuning_v3,cv_std_roc_auc,0.009244252964165957
16c99d6efac64aeeb8fe69e4c5f891a3,tuning_v3_XGBoost,step_06_cross_validation_hyperparameter_tuning_v3,cv_mean_accuracy,0.7648241689138394
16c99d6efac64aeeb8fe69e4c5f891a3,tuning_v3_XGBoost,step_06_cross_validation_hyperparameter_tuning_v3,cv_mean_precision,0.5372611953718927
16c99d6efac64aeeb8fe69e4c5f891a3,tuning_v3_XGBoost,step_06_cross_validation_hyperparameter_tuning_v3,cv_mean_recall,0.826086956521739
16c99d6efac64aeeb8fe69e4c5f891a3,tuning_v3_XGBoost,step_06_cross_validation_hyperparameter_tuning_v3,cv_mean_f1,0.6508734982499979
16c99d6efac64aeeb8fe69e4c5f891a3,tuning_v3_XGBoost,step_06_cross_validation_hyperparameter_tuning_v3,cv_mean_roc_auc,0.8642308606628933
16c99d6efac64aeeb8fe69e4c5f891a3,tuning_v3_XGBoost,step_06_cross_validation_hyperparameter_tuning_v3,cv_std_f1,0.01797443606265033
16c99d6efac64aeeb8fe69e4c5f891a3,tuning_v3_XGBoost,step_06_cross_validation_hyperparameter_tuning_v3,cv_std_roc_auc,0.011623159600239248
1193199489074ca5a7b98e20fd119ba6,tuning_v3_LogisticRegression,step_06_cross_validation_hyperparameter_tuning_v3,cv_mean_accuracy,0.7639365422591927
1193199489074ca5a7b98e20fd119ba6,tuning_v3_LogisticRegression,step_06_cross_validation_hyperparameter_tuning_v3,cv_mean_precision,0.5368172579042627
1193199489074ca5a7b98e20fd119ba6,tuning_v3_LogisticRegression,step_06_cross_validation_hyperparameter_tuning_v3,cv_mean_recall,0.8120401337792643
1193199489074ca5a7b98e20fd119ba6,tuning_v3_LogisticRegression,step_06_cross_validation_hyperparameter_tuning_v3,cv_mean_f1,0.6461236803130727
1193199489074ca5a7b98e20fd119ba6,tuning_v3_LogisticRegression,step_06_cross_validation_hyperparameter_tuning_v3,cv_mean_roc_auc,0.861156099428215
1193199489074ca5a7b98e20fd119ba6,tuning_v3_LogisticRegression,step_06_cross_validation_hyperparameter_tuning_v3,cv_std_f1,0.018151771966546916
1193199489074ca5a7b98e20fd119ba6,tuning_v3_LogisticRegression,step_06_cross_validation_hyperparameter_tuning_v3,cv_std_roc_auc,0.0114867183982772
6db79379626840568602fb8b30075828,tuning_v3_RandomForest,step_06_cross_validation_hyperparameter_tuning_v3,cv_mean_accuracy,0.7729885374491137
6db79379626840568602fb8b30075828,tuning_v3_RandomForest,step_06_cross_validation_hyperparameter_tuning_v3,cv_mean_precision,0.5502091058285526
6db79379626840568602fb8b30075828,tuning_v3_RandomForest,step_06_cross_validation_hyperparameter_tuning_v3,cv_mean_recall,0.7966555183946489
6db79379626840568602fb8b30075828,tuning_v3_RandomForest,step_06_cross_validation_hyperparameter_tuning_v3,cv_mean_f1,0.6505924928915486
6db79379626840568602fb8b30075828,tuning_v3_RandomForest,step_06_cross_validation_hyperparameter_tuning_v3,cv_mean_roc_auc,0.8622241116240884
6db79379626840568602fb8b30075828,tuning_v3_RandomForest,step_06_cross_validation_hyperparameter_tuning_v3,cv_std_f1,0.013489360434881787
6db79379626840568602fb8b30075828,tuning_v3_RandomForest,step_06_cross_validation_hyperparameter_tuning_v3,cv_std_roc_auc,0.009244252964165957
c9ac78dc28124938bd5b2b46452bbc15,tuning_v3_XGBoost,step_06_cross_validation_hyperparameter_tuning_v3,cv_mean_accuracy,0.7648241689138394
c9ac78dc28124938bd5b2b46452bbc15,tuning_v3_XGBoost,step_06_cross_validation_hyperparameter_tuning_v3,cv_mean_precision,0.5372611953718927
c9ac78dc28124938bd5b2b46452bbc15,tuning_v3_XGBoost,step_06_cross_validation_hyperparameter_tuning_v3,cv_mean_recall,0.826086956521739
c9ac78dc28124938bd5b2b46452bbc15,tuning_v3_XGBoost,step_06_cross_validation_hyperparameter_tuning_v3,cv_mean_f1,0.6508734982499979
c9ac78dc28124938bd5b2b46452bbc15,tuning_v3_XGBoost,step_06_cross_validation_hyperparameter_tuning_v3,cv_mean_roc_auc,0.8642308606628933
c9ac78dc28124938bd5b2b46452bbc15,tuning_v3_XGBoost,step_06_cross_validation_hyperparameter_tuning_v3,cv_std_f1,0.01797443606265033
c9ac78dc28124938bd5b2b46452bbc15,tuning_v3_XGBoost,step_06_cross_validation_hyperparameter_tuning_v3,cv_std_roc_auc,0.011623159600239248
1fb4f8bd76a9494f950a3bce10c80956,tuning_v3_CatBoost,step_06_cross_validation_hyperparameter_tuning_v3,cv_mean_accuracy,0.7703269183184897
1fb4f8bd76a9494f950a3bce10c80956,tuning_v3_CatBoost,step_06_cross_validation_hyperparameter_tuning_v3,cv_mean_precision,0.5450820248008383
1fb4f8bd76a9494f950a3bce10c80956,tuning_v3_CatBoost,step_06_cross_validation_hyperparameter_tuning_v3,cv_mean_recall,0.8153846153846154
1fb4f8bd76a9494f950a3bce10c80956,tuning_v3_CatBoost,step_06_cross_validation_hyperparameter_tuning_v3,cv_mean_f1,0.6532415484985288
1fb4f8bd76a9494f950a3bce10c80956,tuning_v3_CatBoost,step_06_cross_validation_hyperparameter_tuning_v3,cv_mean_roc_auc,0.865295813887645
1fb4f8bd76a9494f950a3bce10c80956,tuning_v3_CatBoost,step_06_cross_validation_hyperparameter_tuning_v3,cv_std_f1,0.022425431937183736
1fb4f8bd76a9494f950a3bce10c80956,tuning_v3_CatBoost,step_06_cross_validation_hyperparameter_tuning_v3,cv_std_roc_auc,0.011036692936145688
81335fac15ce45f8be07a0b3a568413c,best_tuned_v3_CatBoost_test_evaluation,step_06_cross_validation_hyperparameter_tuning_v3,test_accuracy,0.7579843860894251
81335fac15ce45f8be07a0b3a568413c,best_tuned_v3_CatBoost_test_evaluation,step_06_cross_validation_hyperparameter_tuning_v3,test_precision,0.5289982425307557
81335fac15ce45f8be07a0b3a568413c,best_tuned_v3_CatBoost_test_evaluation,step_06_cross_validation_hyperparameter_tuning_v3,test_recall,0.8048128342245989
81335fac15ce45f8be07a0b3a568413c,best_tuned_v3_CatBoost_test_evaluation,step_06_cross_validation_hyperparameter_tuning_v3,test_f1_score,0.6383881230116649
81335fac15ce45f8be07a0b3a568413c,best_tuned_v3_CatBoost_test_evaluation,step_06_cross_validation_hyperparameter_tuning_v3,test_roc_auc,0.8576610090676586
ae73140013414812881e9e1b330970c6,threshold_optimization_v3_best_tuned_model,step_07_threshold_optimization_v3,oof_roc_auc,0.8643653120937069
ae73140013414812881e9e1b330970c6,threshold_optimization_v3_best_tuned_model,step_07_threshold_optimization_v3,test_default_Accuracy,0.7579843860894251
ae73140013414812881e9e1b330970c6,threshold_optimization_v3_best_tuned_model,step_07_threshold_optimization_v3,test_default_Precision,0.5289982425307557
ae73140013414812881e9e1b330970c6,threshold_optimization_v3_best_tuned_model,step_07_threshold_optimization_v3,test_default_Recall,0.8048128342245989
ae73140013414812881e9e1b330970c6,threshold_optimization_v3_best_tuned_model,step_07_threshold_optimization_v3,test_default_F1-score,0.6383881230116649
ae73140013414812881e9e1b330970c6,threshold_optimization_v3_best_tuned_model,step_07_threshold_optimization_v3,test_default_ROC-AUC,0.8576610090676586
ae73140013414812881e9e1b330970c6,threshold_optimization_v3_best_tuned_model,step_07_threshold_optimization_v3,test_default_Specificity,0.7410628019323672
ae73140013414812881e9e1b330970c6,threshold_optimization_v3_best_tuned_model,step_07_threshold_optimization_v3,test_default_False Positive Rate,0.2589371980676328
ae73140013414812881e9e1b330970c6,threshold_optimization_v3_best_tuned_model,step_07_threshold_optimization_v3,test_default_False Negative Rate,0.19518716577540107
ae73140013414812881e9e1b330970c6,threshold_optimization_v3_best_tuned_model,step_07_threshold_optimization_v3,test_optimized_Accuracy,0.7579843860894251
ae73140013414812881e9e1b330970c6,threshold_optimization_v3_best_tuned_model,step_07_threshold_optimization_v3,test_optimized_Precision,0.5289982425307557
ae73140013414812881e9e1b330970c6,threshold_optimization_v3_best_tuned_model,step_07_threshold_optimization_v3,test_optimized_Recall,0.8048128342245989
ae73140013414812881e9e1b330970c6,threshold_optimization_v3_best_tuned_model,step_07_threshold_optimization_v3,test_optimized_F1-score,0.6383881230116649
ae73140013414812881e9e1b330970c6,threshold_optimization_v3_best_tuned_model,step_07_threshold_optimization_v3,test_optimized_ROC-AUC,0.8576610090676586
ae73140013414812881e9e1b330970c6,threshold_optimization_v3_best_tuned_model,step_07_threshold_optimization_v3,test_optimized_Specificity,0.7410628019323672
ae73140013414812881e9e1b330970c6,threshold_optimization_v3_best_tuned_model,step_07_threshold_optimization_v3,test_optimized_False Positive Rate,0.2589371980676328
ae73140013414812881e9e1b330970c6,threshold_optimization_v3_best_tuned_model,step_07_threshold_optimization_v3,test_optimized_False Negative Rate,0.19518716577540107
1adf371724df4b328266e90894274d02,final_champion_v3_selection_and_packaging,step_08_final_champion_selection_packaging_v3,final_test_accuracy,0.7579843860894251
1adf371724df4b328266e90894274d02,final_champion_v3_selection_and_packaging,step_08_final_champion_selection_packaging_v3,final_test_precision,0.5289982425307557
1adf371724df4b328266e90894274d02,final_champion_v3_selection_and_packaging,step_08_final_champion_selection_packaging_v3,final_test_recall,0.8048128342245989
1adf371724df4b328266e90894274d02,final_champion_v3_selection_and_packaging,step_08_final_champion_selection_packaging_v3,final_test_f1_score,0.6383881230116649
1adf371724df4b328266e90894274d02,final_champion_v3_selection_and_packaging,step_08_final_champion_selection_packaging_v3,final_test_roc_auc,0.8576610090676586
a01e9acba284426a8af821f2102a45c6,final_inference_module_v3_test,step_09_final_inference_module_v3,inference_test_Accuracy,0.7579843860894251
a01e9acba284426a8af821f2102a45c6,final_inference_module_v3_test,step_09_final_inference_module_v3,inference_test_Precision,0.5289982425307557
a01e9acba284426a8af821f2102a45c6,final_inference_module_v3_test,step_09_final_inference_module_v3,inference_test_Recall,0.8048128342245989
a01e9acba284426a8af821f2102a45c6,final_inference_module_v3_test,step_09_final_inference_module_v3,inference_test_F1-score,0.6383881230116649
a01e9acba284426a8af821f2102a45c6,final_inference_module_v3_test,step_09_final_inference_module_v3,inference_test_ROC-AUC,0.8576610090676586
